"OutcomeType","gender","hasName","ageWeeks","isDog","isMix","month","weekday","hourOfDay","isFixed","newBreed","newColor"
NA,"Female","0",32,"0","1",8,"Thursday",9,"0","Domestic Shorthair Mix","Blue Tabby/White"
NA,"Male","1",32,"1","1",8,"Sunday",12,"1","Chihuahua Shorthair Mix","Red"
NA,"Female","1",40,"1","1",2,"Saturday",17,"1","Australian Kelpie Mix","Tan"
NA,"Male","1",260,"1","0",7,"Wednesday",13,"0","Other","Brown Brindle/White"
NA,"Male","1",676,"1","0",10,"Thursday",11,"1","Other","Other"
NA,"Male","0",104,"0","1",2,"Tuesday",17,"1","Domestic Medium Hair Mix","Blue"
NA,"Female","1",8,"0","1",6,"Wednesday",12,"1","Domestic Shorthair Mix","Tortie"
NA,"Male","1",8,"0","1",3,"Saturday",15,"1","Domestic Medium Hair Mix","Brown Tabby"
NA,"Male","1",8,"0","1",5,"Monday",17,"1","Domestic Shorthair Mix","Blue"
NA,"Unknown","0",1,"0","1",6,"Monday",16,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","0",4,"1","0",1,"Thursday",17,"0","Other","Other"
NA,"Male","1",4,"1","0",4,"Saturday",17,"1","Other","Other"
NA,"Male","0",312,"0","1",7,"Thursday",9,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",16,"0","1",1,"Saturday",11,"1","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",8,"0","1",7,"Tuesday",18,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","1",8,"0","1",10,"Monday",19,"1","Domestic Shorthair Mix","Blue"
NA,"Male","1",104,"1","1",4,"Monday",17,"1","Australian Shepherd Mix","Tricolor"
NA,"Male","1",8,"0","1",7,"Monday",18,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","0",8,"0","1",5,"Wednesday",14,"1","Domestic Shorthair Mix","Other"
NA,"Female","1",104,"1","0",5,"Thursday",11,"1","Other","Tricolor"
NA,"Female","1",416,"0","1",12,"Saturday",13,"1","Domestic Shorthair Mix","Blue Tabby"
NA,"Female","1",104,"1","1",11,"Wednesday",18,"1","Siberian Husky Mix","Red/White"
NA,"Male","1",208,"0","1",4,"Sunday",13,"1","Domestic Shorthair Mix","Blue Tabby/White"
NA,"Unknown","0",1,"0","1",7,"Sunday",15,"0","Domestic Shorthair Mix","Black"
NA,"Female","1",416,"1","0",5,"Saturday",13,"1","Other","Brown/White"
NA,"Male","1",104,"1","1",12,"Sunday",0,"1","Other","Brown/White"
NA,"Female","1",40,"1","1",10,"Friday",16,"1","Chihuahua Shorthair Mix","Brown"
NA,"Female","1",4,"0","1",8,"Tuesday",15,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Female","1",312,"1","1",7,"Wednesday",13,"1","Catahoula Mix","Other"
NA,"Female","1",416,"1","1",7,"Monday",14,"1","Other","Black"
NA,"Female","1",52,"1","1",2,"Thursday",11,"1","Pit Bull Mix","Brown Brindle/White"
NA,"Female","1",260,"1","1",10,"Tuesday",13,"1","Pit Bull Mix","Other"
NA,"Male","1",312,"0","1",8,"Tuesday",9,"1","Other","Other"
NA,"Male","1",364,"1","1",11,"Wednesday",18,"1","Other","Black/Brown"
NA,"Female","0",52,"0","1",8,"Tuesday",9,"0","Domestic Shorthair Mix","Tortie"
NA,"Male","1",4,"0","1",5,"Tuesday",15,"0","Domestic Shorthair Mix","Black"
NA,"Female","0",156,"0","1",5,"Monday",13,"1","Domestic Shorthair Mix","Blue Tabby/White"
NA,"Male","0",104,"0","1",12,"Monday",16,"0","Domestic Shorthair Mix","Blue/White"
NA,"Female","1",20,"1","1",5,"Wednesday",14,"1","Labrador Retriever Mix","Black"
NA,"Male","1",104,"1","1",1,"Thursday",14,"0","Chihuahua Shorthair Mix","Tan/White"
NA,"Female","0",12,"1","1",6,"Tuesday",16,"1","Other","Brown Brindle"
NA,"Female","1",16,"1","0",1,"Wednesday",17,"1","Chihuahua Shorthair/Dachshund","White/Black"
NA,"Male","1",260,"1","1",12,"Thursday",14,"1","Labrador Retriever Mix","Black/White"
NA,"Female","0",3,"0","1",9,"Saturday",13,"0","Domestic Shorthair Mix","Other"
NA,"Female","1",156,"0","1",12,"Monday",14,"1","Siamese Mix","Other"
NA,"Male","1",104,"1","1",5,"Saturday",12,"1","Other","Other"
NA,"Female","1",104,"1","0",9,"Monday",16,"1","Other","Other"
NA,"Male","1",52,"1","0",8,"Wednesday",14,"1","Other","Other"
NA,"Unknown","0",0.86,"1","1",3,"Friday",9,"0","Labrador Retriever Mix","Brown"
NA,"Female","1",8,"0","1",6,"Saturday",17,"1","Domestic Shorthair Mix","Other"
NA,"Male","1",156,"1","0",10,"Monday",12,"1","Other","Red/White"
NA,"Female","1",8,"0","1",6,"Friday",14,"1","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",52,"1","0",4,"Saturday",16,"1","Other","Brown Brindle/White"
NA,"Female","1",104,"1","1",6,"Saturday",12,"1","Other","Brown/White"
NA,"Male","1",28,"1","0",1,"Wednesday",19,"1","Other","Other"
NA,"Male","1",8,"1","1",5,"Wednesday",14,"1","Chihuahua Shorthair Mix","Brown"
NA,"Male","0",260,"0","1",6,"Friday",9,"0","Domestic Longhair Mix","Black/White"
NA,"Female","1",104,"1","1",10,"Monday",16,"1","Chihuahua Shorthair Mix","Tan/White"
NA,"Female","1",208,"1","1",12,"Thursday",18,"1","Pit Bull Mix","Brown Brindle"
NA,"Female","1",260,"1","1",5,"Tuesday",12,"1","Pit Bull Mix","Brown Brindle"
NA,"Male","1",104,"1","1",1,"Wednesday",17,"1","Other","Tan"
NA,"Male","1",8,"0","1",7,"Sunday",14,"0","Domestic Shorthair Mix","Black/White"
NA,"Male","1",520,"1","1",1,"Thursday",15,"1","Chihuahua Shorthair Mix","Tan/White"
NA,"Male","1",40,"0","1",5,"Tuesday",19,"1","Domestic Longhair Mix","Black/White"
NA,"Female","0",156,"1","1",5,"Sunday",17,"1","Other","Other"
NA,"Female","0",32,"1","0",6,"Saturday",17,"0","Other","Other"
NA,"Male","0",1,"0","1",9,"Friday",16,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",8,"0","1",10,"Sunday",18,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",52,"1","1",2,"Monday",12,"1","Chihuahua Shorthair Mix","Tan/White"
NA,"Female","1",52,"1","0",7,"Wednesday",16,"0","Other","Red"
NA,"Female","1",156,"1","1",12,"Saturday",17,"1","Chihuahua Shorthair Mix","Brown/White"
NA,"Female","1",208,"1","0",2,"Saturday",11,"1","Other","Other"
NA,"Female","0",3,"0","1",7,"Thursday",18,"0","Domestic Shorthair Mix","Black/White"
NA,"Female","1",104,"1","1",5,"Thursday",12,"1","Miniature Poodle Mix","White"
NA,"Female","1",12,"1","0",11,"Tuesday",14,"1","Other","Chocolate/White"
NA,"Female","1",8,"1","0",2,"Monday",18,"1","Other","Tan"
NA,"Female","1",260,"1","1",5,"Tuesday",19,"1","Dachshund Mix","Brown"
NA,"Female","1",156,"1","1",3,"Saturday",13,"1","Other","Brown Brindle/White"
NA,"Female","1",20,"1","1",4,"Saturday",15,"0","Australian Cattle Dog Mix","Other"
NA,"Male","0",52,"1","1",5,"Tuesday",14,"1","Dachshund Mix","Black"
NA,"Female","1",8,"1","1",12,"Sunday",15,"1","Other","Tan/White"
NA,"Male","1",24,"0","1",12,"Tuesday",13,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Female","1",52,"1","0",5,"Friday",18,"1","Other","Black/Brown"
NA,"Male","1",52,"1","1",3,"Sunday",17,"1","Pit Bull Mix","Blue/White"
NA,"Female","1",208,"1","0",3,"Friday",12,"1","Other","Black/White"
NA,"Male","1",52,"1","1",9,"Saturday",12,"1","Other","Other"
NA,"Unknown","0",0.71,"0","1",9,"Monday",18,"0","Domestic Shorthair Mix","Blue Tabby"
NA,"Female","1",312,"0","1",10,"Tuesday",14,"1","Domestic Shorthair Mix","Black"
NA,"Male","1",36,"1","1",10,"Monday",18,"1","Labrador Retriever Mix","Black/White"
NA,"Female","0",104,"1","0",11,"Saturday",18,"1","Other","Tricolor"
NA,"Male","1",104,"1","1",10,"Friday",19,"0","Chihuahua Shorthair Mix","Tan"
NA,"Female","1",104,"0","1",2,"Friday",14,"1","Domestic Shorthair Mix","Calico"
NA,"Male","1",52,"1","0",12,"Thursday",17,"1","Other","Black/Tan"
NA,"Female","1",416,"1","1",7,"Monday",19,"0","Chihuahua Shorthair Mix","Black/White"
NA,"Male","1",104,"1","1",6,"Monday",12,"1","Other","Other"
NA,"Male","1",104,"1","0",1,"Friday",18,"1","Other","Other"
NA,"Female","0",16,"0","1",8,"Monday",9,"0","Siamese Mix","Other"
NA,"Male","1",416,"1","1",6,"Monday",12,"1","Shih Tzu Mix","Black/White"
NA,"Male","1",156,"1","1",10,"Saturday",17,"1","Rat Terrier Mix","Black/White"
NA,"Female","0",52,"1","1",10,"Monday",17,"1","Australian Cattle Dog Mix","Other"
NA,"Female","0",2,"0","1",5,"Tuesday",13,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Female","0",208,"1","1",9,"Wednesday",18,"1","Dachshund Mix","Black/Tan"
NA,"Male","0",12,"0","1",9,"Saturday",12,"1","Domestic Longhair Mix","Brown Tabby/White"
NA,"Female","1",52,"0","1",7,"Tuesday",13,"1","Domestic Shorthair Mix","Other"
NA,"Male","1",52,"1","1",8,"Thursday",14,"1","Cairn Terrier Mix","Brown"
NA,"Female","1",468,"1","1",11,"Monday",13,"1","Miniature Poodle Mix","Other"
NA,"Female","1",104,"1","0",8,"Wednesday",11,"0","Other","Black/Brown"
NA,"Male","0",8,"0","1",7,"Tuesday",9,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",4,"0","1",11,"Friday",11,"0","Siamese Mix","Other"
NA,"Female","1",52,"1","1",1,"Wednesday",17,"1","Boxer Mix","Brown/White"
NA,"Male","1",884,"1","1",12,"Thursday",19,"0","Chihuahua Shorthair Mix","Brown"
NA,"Female","1",104,"1","0",2,"Friday",15,"1","Other","Brown/White"
NA,"Female","0",4,"0","1",5,"Tuesday",17,"0","Domestic Shorthair Mix","Other"
NA,"Unknown","0",0.86,"1","0",6,"Thursday",18,"0","Other","White"
NA,"Male","1",104,"1","1",8,"Saturday",12,"1","Other","Other"
NA,"Female","0",12,"0","1",11,"Sunday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",8,"0","1",8,"Sunday",18,"1","Domestic Shorthair Mix","Blue Tabby"
NA,"Female","1",4,"1","1",12,"Thursday",17,"1","Other","Other"
NA,"Female","0",1,"0","0",9,"Saturday",18,"0","Domestic Shorthair","Brown Tabby"
NA,"Female","1",208,"1","0",1,"Thursday",17,"0","Other","Tan/White"
NA,"Male","1",260,"1","0",6,"Monday",18,"1","Other","Brown/Black"
NA,"Male","1",8,"0","1",8,"Thursday",12,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",156,"1","1",7,"Saturday",12,"1","Chihuahua Shorthair Mix","White/Brown"
NA,"Female","0",8,"1","1",2,"Thursday",13,"0","Other","Tan/White"
NA,"Female","1",52,"1","1",1,"Sunday",18,"1","Chihuahua Longhair Mix","White/Brown"
NA,"Male","0",16,"0","1",7,"Saturday",14,"1","Other","Other"
NA,"Male","0",8,"1","1",12,"Thursday",18,"1","Labrador Retriever Mix","Chocolate/White"
NA,"Female","1",312,"1","1",6,"Thursday",12,"1","Chihuahua Shorthair Mix","White/Tan"
NA,"Male","0",8,"0","1",12,"Sunday",17,"1","Domestic Medium Hair Mix","Brown Tabby"
NA,"Female","1",156,"0","1",10,"Friday",16,"1","Domestic Shorthair Mix","Blue/White"
NA,"Male","1",104,"1","1",9,"Wednesday",15,"1","Labrador Retriever Mix","Tan/White"
NA,"Male","1",364,"1","1",1,"Monday",16,"1","Boxer Mix","Brown/White"
NA,"Male","1",52,"0","1",12,"Thursday",15,"1","Domestic Shorthair Mix","Brown/White"
NA,"Female","1",52,"0","1",1,"Friday",12,"1","Domestic Shorthair Mix","Tortie"
NA,"Male","1",156,"1","1",4,"Tuesday",14,"1","Labrador Retriever Mix","Other"
NA,"Male","1",4,"0","1",4,"Saturday",15,"1","Domestic Shorthair Mix","Black"
NA,"Female","0",2,"1","1",1,"Thursday",12,"0","Pit Bull Mix","Black/White"
NA,"Male","1",208,"1","1",12,"Thursday",17,"1","American Bulldog Mix","White/Black"
NA,"Male","0",3,"0","1",4,"Thursday",19,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",260,"1","1",11,"Monday",16,"1","Pit Bull Mix","Brown/White"
NA,"Female","0",3,"0","1",8,"Sunday",15,"0","Domestic Shorthair Mix","Black"
NA,"Female","1",104,"1","1",12,"Wednesday",12,"1","Other","Other"
NA,"Male","0",260,"1","1",12,"Wednesday",12,"1","Chihuahua Shorthair Mix","Other"
NA,"Female","1",52,"0","1",2,"Monday",14,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",468,"1","1",7,"Wednesday",11,"1","Other","Tan/White"
NA,"Male","0",4,"1","1",11,"Friday",17,"1","Dachshund Mix","White/Black"
NA,"Male","1",8,"1","1",10,"Wednesday",11,"1","Other","Black/Tan"
NA,"Female","1",52,"1","1",10,"Sunday",15,"1","Pit Bull Mix","Black/White"
NA,"Female","1",16,"1","1",5,"Monday",17,"1","Labrador Retriever Mix","Other"
NA,"Male","1",104,"1","0",1,"Tuesday",12,"1","Other","Other"
NA,"Female","1",260,"1","1",12,"Saturday",12,"1","Chihuahua Shorthair Mix","Red/White"
NA,"Male","1",208,"0","1",6,"Thursday",9,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","0",12,"1","1",10,"Friday",15,"0","Chihuahua Shorthair Mix","Tan/White"
NA,"Female","0",52,"0","1",3,"Friday",14,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Unknown","0",52,"0","1",2,"Wednesday",9,"0","Domestic Shorthair Mix","Torbie"
NA,"Male","1",16,"0","0",1,"Tuesday",17,"1","Domestic Shorthair","White/Black"
NA,"Male","0",16,"0","1",11,"Tuesday",18,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","0",156,"0","1",7,"Monday",10,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",52,"1","1",12,"Saturday",15,"0","Other","Brown/Black"
NA,"Male","0",416,"1","0",11,"Wednesday",16,"1","Other","Brown"
NA,"Male","0",260,"0","1",3,"Saturday",12,"1","Domestic Shorthair Mix","Black/White"
NA,"Male","0",104,"0","1",4,"Monday",9,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Unknown","0",1,"0","1",10,"Friday",19,"0","Domestic Shorthair Mix","Blue Tabby"
NA,"Male","0",104,"0","1",1,"Friday",14,"1","Domestic Longhair Mix","Blue Tabby/White"
NA,"Female","1",104,"0","0",10,"Saturday",13,"1","Other","Tortie"
NA,"Female","1",52,"0","1",4,"Sunday",12,"0","Domestic Shorthair Mix","Black"
NA,"Female","1",156,"1","1",2,"Sunday",14,"1","Labrador Retriever Mix","Black"
NA,"Male","1",312,"1","0",12,"Tuesday",13,"1","Other","Blue/White"
NA,"Female","0",12,"1","1",9,"Wednesday",13,"0","Australian Kelpie Mix","Black/Tan"
NA,"Male","1",12,"0","1",8,"Sunday",14,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","1",260,"1","1",8,"Wednesday",11,"1","Pit Bull Mix","Other"
NA,"Male","1",104,"1","0",2,"Friday",15,"1","Other","Brown/White"
NA,"Unknown","0",8,"0","1",5,"Saturday",9,"0","Domestic Medium Hair Mix","Black/White"
NA,"Male","0",1,"0","1",9,"Friday",15,"0","Domestic Shorthair Mix","Blue/White"
NA,"Female","1",52,"1","1",2,"Tuesday",16,"1","Chihuahua Shorthair Mix","Brown"
NA,"Male","1",156,"1","1",5,"Sunday",14,"1","Other","Black/White"
NA,"Male","0",20,"0","1",8,"Thursday",18,"1","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Female","1",12,"0","1",12,"Saturday",18,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Female","0",8,"0","1",9,"Tuesday",13,"1","Domestic Shorthair Mix","Tortie"
NA,"Male","1",208,"0","1",1,"Tuesday",15,"0","Domestic Shorthair Mix","Black"
NA,"Male","1",312,"1","1",4,"Monday",18,"1","Pit Bull Mix","Brown/White"
NA,"Female","0",12,"1","1",3,"Wednesday",15,"0","Australian Shepherd Mix","Black/White"
NA,"Male","1",104,"1","1",3,"Wednesday",16,"1","Other","Black/Tan"
NA,"Male","0",52,"1","0",1,"Friday",14,"0","Other","Red/White"
NA,"Female","1",104,"1","0",10,"Saturday",16,"1","Other","Tan/White"
NA,"Male","1",104,"0","1",3,"Monday",12,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",104,"1","1",1,"Thursday",19,"1","Pit Bull Mix","Brown/White"
NA,"Female","1",8,"0","1",6,"Thursday",15,"1","Domestic Shorthair Mix","Black/White"
NA,"Male","1",12,"0","1",7,"Saturday",17,"1","Domestic Shorthair Mix","White"
NA,"Female","1",104,"1","1",10,"Wednesday",14,"1","Border Collie Mix","Black/White"
NA,"Male","0",104,"1","1",6,"Friday",15,"0","Chihuahua Shorthair Mix","Tan"
